672.000000,27.000000
567.000000,55.000000
517.000000,57.000000
432.000000,53.000000
338.000000,99.000000
281.000000,121.000000
202.000000,157.000000
190.000000,167.000000
192.000000,188.000000
201.000000,196.000000
186.000000,205.000000
170.000000,233.000000
163.000000,267.000000
156.000000,311.000000
178.000000,333.000000
199.000000,347.000000
221.000000,370.000000
226.000000,377.000000
311.000000,380.000000
336.000000,382.000000
407.000000,381.000000
445.000000,381.000000
500.000000,378.000000
551.000000,373.000000
611.000000,364.000000
618.000000,359.000000
624.000000,356.000000
633.000000,359.000000
640.000000,350.000000
656.000000,353.000000
689.000000,337.000000
707.000000,300.000000
722.000000,250.000000
722.000000,199.000000
717.000000,138.000000
710.000000,118.000000
696.000000,89.000000
687.000000,65.000000
688.000000,66.000000
674.000000,30.000000
673.000000,29.000000
