316.499237,-179.618073,896.946472
306.399475,-176.594223,894.898438
297.510620,-174.640579,893.754761
287.570801,-171.707535,892.415588
277.265350,-169.469849,889.937683
268.459137,-166.615814,889.258240
258.854980,-164.781738,889.083252
249.465881,-162.184158,889.762634
240.800964,-159.418411,889.663574
231.095917,-157.559418,889.148438
214.017136,-153.123505,889.738831
204.642014,-153.259537,890.300964
194.951614,-152.223328,889.491272
185.571457,-152.345444,889.921814
175.915497,-151.360703,889.011047
166.236252,-151.199265,887.690674
156.687622,-151.093536,886.861755
147.422760,-152.115433,887.442688
138.139816,-152.258194,888.001038
128.730652,-153.132050,887.561401
119.195427,-152.934677,886.139587
109.785904,-153.828827,885.259766
100.393707,-153.722488,884.406433
86.510971,-154.732773,884.507324
78.180183,-151.280380,885.249878
69.817337,-146.892319,885.837952
61.453041,-143.379883,886.216553
53.089634,-139.013458,886.841309
44.729088,-135.522247,887.304993
36.368629,-132.040894,887.803284
28.040218,-127.860611,889.858093
19.723528,-124.605881,893.211670
11.318526,-120.382454,895.206177
-0.856496,-115.148148,896.725464
-9.294239,-111.635956,897.364624
-18.651863,-109.004753,898.013428
-27.080965,-105.374619,898.073608
-35.777466,-103.396690,905.455261
-45.249817,-99.867371,906.583618
-54.724041,-96.345398,907.526062
-63.349339,-92.900185,909.589844
-71.924858,-89.378265,910.645874
-80.512314,-85.762611,911.713867
-89.278023,-81.328735,914.338013
-97.889511,-77.764572,915.288269
-107.340469,-74.087952,915.309692
-115.787949,-70.366852,914.886108
-129.792847,-63.917419,913.867981
-141.293411,-54.752705,914.805237
-140.732178,-45.491207,916.312134
-140.295059,-35.261749,918.574585
-132.542343,-27.744225,922.666931
-146.965622,-19.443394,923.658203
-152.086685,-11.043283,925.393860
-156.914352,-3.538407,925.390625
-162.612396,6.826771,924.765991
-164.838409,16.284458,925.962341
-166.939209,25.725615,926.448059
-170.207474,39.024162,927.879761
-172.533310,48.573528,929.565857
-173.899521,58.167686,931.172058
-176.211304,67.767311,932.729370
-178.679047,81.279869,934.829712
-172.477890,88.286461,937.028015
-166.412170,95.365074,940.195374
-159.761002,103.733994,945.843384
-152.836746,110.158447,950.538818
-140.941330,118.655098,955.128662
-134.535904,125.954109,957.819092
-128.057892,133.254791,960.301697
-120.913002,143.024246,965.539307
-116.151070,150.162216,966.639465
-106.255394,150.342285,967.016418
-96.310471,151.471039,966.975220
-86.236107,151.418243,965.679077
-76.186089,151.344971,964.475586
-66.185471,152.334747,963.656494
-56.272373,152.591415,964.368164
-46.326183,152.820923,964.918274
-31.349857,154.061264,965.014954
-21.363516,155.298569,965.545959
-6.343714,156.808777,967.014221
3.710189,156.988571,967.142273
13.777690,157.168015,967.309509
23.834454,157.179138,966.483032
33.906597,156.249847,966.066589
44.241489,157.484619,971.569092
54.450706,157.861588,972.594055
65.688873,158.138184,973.300537
75.892357,158.350388,973.457947
86.051033,158.415222,972.953430
104.423920,158.663315,972.852661
114.606377,157.739929,972.403809
124.812485,157.854095,972.176941
135.112106,157.055359,972.516296
145.631744,157.589111,974.236084
161.379196,157.101685,976.007446
172.117508,156.619186,978.255676
182.701523,155.947021,979.334595
193.486420,155.413391,981.230103
204.566223,155.059265,984.265137
216.714539,154.683594,986.988098
227.663269,154.146042,988.721130
238.598297,152.484940,990.148499
249.671997,151.934692,991.947571
260.437714,150.121002,992.344238
270.092621,149.350586,992.509155
281.762024,147.436722,992.169617
289.406372,142.494522,992.638550
296.458191,139.811783,994.699829
306.292908,143.170258,995.320496
315.322205,134.624100,999.962891
335.157379,139.102173,1007.802917
344.714539,134.997391,1007.134216
354.158813,129.778244,1006.205322
369.456848,122.425797,1003.761719
373.291840,112.937538,1002.296326
377.328339,103.273468,998.595337
374.878113,92.293739,980.806763
379.123077,81.933670,978.047913
380.985779,71.539703,974.565857
382.760681,62.262600,970.966309
385.018158,52.083664,968.628357
386.066040,42.869038,965.891479
389.227142,30.795353,963.354553
388.319153,20.739349,960.840881
387.164185,10.742271,957.732422
385.894379,0.671163,954.355652
384.735260,-9.228344,951.268799
379.550690,-19.996815,938.228088
376.444092,-29.572618,932.774353
374.041840,-39.197559,929.057922
373.459290,-48.774769,927.458374
371.523834,-58.267696,924.914307
369.678925,-67.694229,922.600586
368.252502,-78.123833,921.332581
364.186096,-86.485451,918.262268
359.035645,-96.634117,914.813293
354.358063,-104.937218,912.540161
348.342865,-113.136658,909.225342
342.203278,-123.035194,905.496338
337.396576,-131.113632,902.729492
331.508636,-144.706070,899.506042
332.540985,-143.806580,899.756165
328.420746,-152.046524,898.761169
325.371887,-161.220840,898.120117
318.467743,-176.854401,897.206177
317.431488,-177.755157,896.927002
