242.5,626.25,0
243.75,606.25,0
241.25,585.0,0
235.0,575.0,0
237.5,563.75,0
241.25,552.5,0
247.5,546.25,0
262.5,543.75,0
272.5,541.25,0
286.25,541.25,0
297.5,543.75,0
310.0,545.0,0
326.25,545.0,0
336.25,545.0,0
353.75,545.0,0
362.5,543.75,0
375.0,543.75,0
385.0,543.75,0
395.0,542.5,0
406.25,541.25,0
423.75,538.75,0
441.25,538.75,0
461.25,538.75,0
472.5,537.5,0
486.25,537.5,0
501.25,537.5,0
510.0,537.5,0
521.25,537.5,0
546.25,537.5,0
566.25,536.25,0
576.25,535.0,0
595.0,535.0,0
605.0,535.0,0
622.5,532.5,0
630.0,531.25,0
640.0,531.25,0
653.75,531.25,0
671.25,530.0,0
683.75,530.0,0
698.75,526.25,0
731.25,528.75,0
757.5,528.75,0
766.25,528.75,0
787.5,528.75,0
803.75,528.75,0
812.5,528.75,0
820.0,528.75,0
837.5,528.75,0
847.5,528.75,0
861.25,528.75,0
880.0,527.5,0
887.5,527.5,0
903.75,531.25,0
921.25,537.5,0
931.25,552.5,0
935.0,570.0,0
938.75,591.25,0
942.5,607.5,0
938.75,621.25,0
937.5,631.25,0
935.0,641.25,0
940.0,656.25,0
945.0,676.25,0
945.0,688.75,0
938.75,695.0,0
928.75,700.0,0
915.0,696.25,0
901.25,692.5,0
881.25,696.25,0
863.75,696.25,0
845.0,696.25,0
830.0,697.5,0
816.25,697.5,0
806.25,696.25,0
800.0,695.0,0
780.0,697.5,0
766.25,696.25,0
752.5,693.75,0
737.5,691.25,0
722.5,690.0,0
707.5,688.75,0
696.25,688.75,0
682.5,688.75,0
670.0,691.25,0
665.0,695.0,0
652.5,695.0,0
642.5,691.25,0
633.75,686.25,0
631.25,680.0,0
623.75,678.75,0
608.75,676.25,0
593.75,676.25,0
575.0,677.5,0
555.0,677.5,0
533.75,667.5,0
513.75,661.25,0
501.25,652.5,0
488.75,646.25,0
482.5,646.25,0
477.5,650.0,0
468.75,661.25,0
462.5,666.25,0
447.5,666.25,0
435.0,668.75,0
411.25,671.25,0
401.25,673.75,0
380.0,673.75,0
363.75,671.25,0
360.0,661.25,0
340.0,660.0,0
328.75,657.5,0
316.25,652.5,0
301.25,651.25,0
292.5,652.5,0
273.75,652.5,0
261.25,652.5,0
250.0,652.5,0
243.75,640.0,0
